Order_ID,Order_Date,Customer_ID,Segment,Region,Category,Sub_Category,Ship_Mode,Quantity,Discount,Sales,Profit,Campaign_Group,Converted
ORD-01639,15/02/2024,CUST-0126,Consumer,South,Technology,Accessories,Standard Class,4,0.2,1211.34,106.3,Treatment,0
ORD-01064,22/04/2025,CUST-0328,Consumer,NORTH,Technology,Machines,Same Day,6,0%,2296.93,865.67,Control,0
ORD-02723,2024-02-29,CUST-0205,Consumer,West,Furnitur,Chairs,Standard Class,3,0.2,552.93,74.95,Treatment,0
ORD-01290,2024-07-27,CUST-0690,Consumer,West,Office Supplies,Binders,Same Day,1,0.0,$38.68,11.81,Treatment,1
ORD-02933,2025-12-09,CUST-0823,Home Office,East,Furnitur,Chairs,Standard Class,1,0.1,251.47,64.72,Treatment,0
ORD-03462,2025-10-20,CUST-0250,Consumer,North,Office Supplies,Storage,Standard Class,1,0%,$33.74,8.77,Control,0
ORD-02486,2024-01-17,CUST-0614,Consumer,  South  ,Office Supplies,Paper,Standard Class,5,0.0,227.06,92.93,Control,0
ORD-03010,2025-04-01,CUST-0713,Corporate,North,Office Supplies,Binders,Standard Class,5,0%,$253.79,89.6,Control,0
ORD-02437,30/03/2025,CUST-0180,Corporate,South,Technology,Machines,  Standard Class  ,1,0.0,429.11,99.12,Control,0
ORD-01676,2024-11-01,CUST-0238,Consumer,West,Office Supplies,Storage,Second Class,5,0.5,106.15,-14.65,Control,0
ORD-03102,2025-12-18,CUST-0251,Corporate,East,Office Supplies,Paper,standard class,2,0.0,85.45,26.98,Treatment,0
ORD-00658,2024-04-26,CUST-0084,Consumer,North,Furnitur,Chairs,Standard Class,6,30%,"$1,130.55",85.24,Treatment,0
ORD-03833,2024-08-05,CUST-0778,Consumer,East,Furnitur,Bookcases,First Class,5,0.4,703.13,-53.86,Control,0
ORD-00796,2024-06-14,CUST-0813,Home Office,East,Technology,Machines,Same Day,4,0.1,1369.79,296.54,Control,0
ORD-01744,2025-01-21,CUST-0737,Corporate,East,Office Supplies,Binders,Same Day,4,0.5,79.69,-9.06,Control,0
ORD-01958,2025-11-17,CUST-0576,Corporate,West,Furnitur,Bookcases,Second Class,3,30%,$500.24,-12.21,Treatment,0
ORD-02704,2024-01-20,CUST-0400,Corporate,West,Office Supplies,Paper,Second Class,2,0.0,$89.75,25.42,Control,0
ORD-02935,18/05/2025,CUST-0540,Home Office,West,Technology,Accessories,Same Day,7,0.3,1797.19,80.43,Control,0
ORD-02860,2024-11-22,CUST-0103,Corporate,North,Furnitur,Tables,First Class,5,0.3,$920.08,71.3,Treatment,1
ORD-03703,2025-12-13,CUST-0494,Consumer,East,Furnitur,Chairs,First Class,7,0.0,"$2,261.33",642.38,Treatment,0
ORD-01424,04/02/2025,CUST-0732,Consumer,,Office Supplies,Storage,Standard Class,3,0%,117.95,27.28,Control,0
ORD-02547,2025-01-02,CUST-0013,Consumer,South,Office Supplies,Storage,Standard Class,2,0.1,86.14,24.26,Treatment,1
ORD-02598,2024-08-20,CUST-0549,Consumer,East,Office Supplies,Storage,First Class,4,0.3,125.17,5.22,Treatment,0
ORD-03272,2025-10-19,CUST-0730,Consumer,South,Technology,Phones,Standard Class,3,0.1,1129.11,262.45,Control,0
ORD-01360,2024-10-15,CUST-0532,Corporate,East,Office Supplies,Paper,Standard Class,5,0.0,238.14,70.14,Control,1
ORD-00415,2025-03-19,CUST-0628,Consumer,North,Technology,Accessories,second class,3,0.2,893.4,122.31,Treatment,0
ORD-00229,14/03/2025,CUST-0344,Consumer,North,Technology,Accessories,Standard Class,3,0.0,1041.87,268.22,Control,0
ORD-02537,2025-05-05,CUST-0340,Consumer,West,Technology,Phones,Standard Class,5,,1617.5,319.99,Control,0
ORD-02919,2024-01-26,CUST-0486,Consumer,East,Office Supplies,Storage,Standard Class,7,0%,291.22,59.8,Control,0
ORD-03844,2025-06-23,CUST-0101,Consumer,West,Furnitur,Tables,Standard Class,3,0.1,$640.99,106.94,Control,0
ORD-00514,2025-08-29,CUST-0431,Consumer,East,Office Supplies,Binders,Standard Class,4,0.0,$199.01,66.17,Treatment,1
ORD-00873,2025-04-18,CUST-0678,Consumer,North,Technology,Machines,Standard Class,5,0.0,1752.83,402.24,Treatment,0
ORD-01124,12/01/2025,CUST-0098,Consumer,South,Office Supplies,Paper,Standard Class,1,30%,31.12,0.21,Treatment,0
ORD-02794,29/12/2024,CUST-0879,Consumer,East,Office Supplies,Binders,Same Day,5,0.2,169.12,41.29,Treatment,0
ORD-01154,15/03/2024,CUST-0747,Corporate,North,Technology,Accessories,Standard Class,4,0.0,1518.76,437.42,Control,0
ORD-00144,2024-08-28,CUST-0066,Consumer,West,Furnitur,Tables,First Class,2,,363.14,19.81,Control,0
ORD-03041,2024-09-04,CUST-0581,Consumer,North,Technology,Machines,Standard Class,7,0.2,2214.26,340.17,Treatment,0
ORD-01623,2025-03-01,CUST-0825,Consumer,South,Furnitur,Bookcases,Standard Class,4,20%,683.98,90.91,Control,0
ORD-02135,2025-08-11,CUST-0441,Consumer,North,Furnitur,Chairs,Standard Class,5,0.0,1377.81,401.41,Control,0
ORD-02586,25/12/2025,CUST-0512,Corporate,West,Office Supplies,Binders,Standard Class,5,0.4,150.55,-9.91,Treatment,0
ORD-03004,2024-07-29,CUST-0022,Consumer,West,Technology,Phones,standard class,2,0.5,449.53,-36.04,Treatment,0
ORD-03437,2024-10-26,CUST-0170,Home Office,North,Technology,Accessories,First Class,3,0.4,659.27,33.61,Treatment,0
ORD-00455,04/12/2025,CUST-0626,Consumer,West,Office Supplies,Storage,Standard Class,3,0.2,$92.58,15.59,Treatment,0
ORD-00278,08/04/2024,CUST-0052,Consumer,North,Technology,Machines,Standard Class,2,0.3,$620.73,22.49,Control,0
ORD-02509,2024-03-27,CUST-0579,Consumer,West,Office Supplies,Storage,  Standard Class  ,7,0.1,307.88,67.74,Control,0
ORD-02705,29/09/2024,CUST-0053,Consumer,East,Technology,Accessories,  Same Day  ,4,0.1,1507.18,287.88,Treatment,0
ORD-01216,2024-09-20,CUST-0111,Consumer,East,Furnitur,Chairs,Second Class,4,0.4,688.76,-19.21,Control,0
ORD-00447,29/09/2025,CUST-0503,Corporate,West,Furnitur,Chairs,Standard Class,2,0.2,$480.66,58.73,Treatment,0
ORD-00317,2025-04-04,CUST-0708,Consumer,North,Technology,Accessories,First Class,4,0.0,1311.57,397.22,Control,0
ORD-01654,2025-08-08,CUST-0327,Home Office,North,Office Supplies,Storage,Second Class,4,0.2,116.72,22.0,Control,0
ORD-01965,2024-06-04,CUST-0342,Corporate,West,Technology,Machines,,7,0.1,"$2,444.57",529.24,Treatment,0
ORD-02949,2024-04-13,CUST-0207,Consumer,West,Office Supplies,Binders,Second Class,5,0.2,163.85,22.92,Treatment,1
ORD-01146,11/03/2025,CUST-0267,Corporate,North,Technology,Phones,Second Class,1,0.3,208.88,7.59,Treatment,0
ORD-03637,11/02/2025,CUST-0826,Consumer,north,Furnitur,Bookcases,First Class,1,0.5,155.82,-25.72,Treatment,0
ORD-02297,2025-09-24,CUST-0254,Home Office,West,Technology,Accessories,,3,0.0,928.08,277.26,Treatment,0
ORD-01952,2025-05-27,CUST-0378,Consumer,East,Furnitur,Tables,Same Day,5,0.2,1196.59,90.67,Control,0
ORD-01020,2024-08-16,CUST-0721,Consumer,East,Furnitur,Chairs,Standard Class,6,0.2,1220.13,-29.75,Treatment,0
ORD-03111,2025-03-12,CUST-0234,Corporate,North,Technology,Machines,Second Class,5,,1308.57,7.66,Control,0
ORD-02536,2025-07-16,CUST-0653,Corporate,  South  ,Furnitur,Tables,Standard Class,5,0.0,1413.97,503.71,Control,0
ORD-01309,2024-05-25,CUST-0519,Consumer,South,Technology,Accessories,First Class,2,0.1,732.47,244.35,Control,0
ORD-00370,2025-11-16,CUST-0852,Corporate,East,Technology,Machines,STANDARD CLASS,4,0.2,918.15,80.52,Treatment,0
ORD-00856,2024-12-15,CUST-0224,Home Office,South,Technology,Accessories,SECOND CLASS,4,0%,"$1,524.82",447.72,Control,0
ORD-00657,2025-02-12,CUST-0525,Corporate,South,Office Supplies,Storage,Standard Class,6,10%,$264.25,77.15,Control,0
ORD-03388,2025-07-10,CUST-0117,Home Office,East,Office Supplies,Storage,Standard Class,5,0.2,$195.04,37.7,Control,0
ORD-01104,2025-12-12,CUST-0252,Consumer,West,Office Supplies,Storage,Second Class,5,0%,234.28,80.67,Treatment,0
ORD-01191,2024-08-02,CUST-0415,Consumer,West,Technology,Phones,Standard Class,7,30%,"$1,650.26",75.44,Control,0
ORD-02014,2024-12-17,CUST-0732,Consumer,SOUTH,Technology,Machines,Same Day,6,,1438.82,171.17,Treatment,0
ORD-03711,2025-06-23,CUST-0048,Consumer,West,Office Supplies,Paper,Standard Class,6,0.2,188.4,22.53,Treatment,0
ORD-01873,2024-07-25,CUST-0122,Consumer,West,Office Supplies,Storage,Same Day,3,0.4,$90.52,-8.1,Control,0
ORD-00549,25/11/2025,CUST-0491,Corporate,North,Furnitur,Bookcases,Standard Class,4,0.2,$930.84,103.99,Treatment,1
ORD-02365,11/03/2025,CUST-0245,Consumer,East,Technology,Accessories,Second Class,3,0.0,1266.9,313.05,Control,0
ORD-01323,2024-01-27,CUST-0824,Consumer,West,Technology,Machines,Standard Class,2,0.0,$869.95,212.27,Treatment,0
ORD-03218,2024-10-28,CUST-0131,Consumer,East,Technology,Accessories,Second Class,4,,"$1,397.94",138.01,Treatment,0
ORD-02924,2024-04-06,CUST-0377,Home Office,East,Office Supplies,Storage,Same Day,1,20%,28.43,4.09,Control,0
ORD-01522,2025-08-06,CUST-0870,Home Office,South,Technology,Accessories,Standard Class,1,0.0,288.18,119.23,Treatment,0
ORD-00463,26/03/2024,CUST-0095,Consumer,NORTH,Technology,Machines,Same Day,4,50%,645.42,-81.35,Treatment,1
ORD-03214,2025-11-19,CUST-0506,Consumer,South,Technology,Accessories,second class,1,0.5,183.65,-35.83,Treatment,0
ORD-00050,2024-09-30,CUST-0534,Corporate,East,Office Supplies,Binders,Standard Class,6,10%,268.75,64.84,Control,0
ORD-01597,2024-10-15,CUST-0272,Consumer,South,Furniture,Chairs,Standard Class,2,30%,312.41,-0.94,Treatment,0
ORD-02064,2025-08-16,CUST-0522,Corporate,West,Office Supplies,Paper,Standard Class,5,0.1,230.83,42.91,Control,0
ORD-03563,2024-07-12,CUST-0329,Consumer,East,Technology,Machines,  Standard Class  ,4,0.1,1583.17,372.38,Treatment,0
ORD-00440,2024-05-06,CUST-0747,Consumer,South,Office Supplies,Storage,Standard Class,3,0.3,104.9,-2.59,Treatment,0
ORD-01584,2025-08-15,CUST-0603,Corporate,East,Technology,Accessories,First Class,4,0.1,1166.95,283.73,Control,0
ORD-03411,03/01/2025,CUST-0594,Corporate,EAST,Office Supplies,Paper,same day,1,0%,46.14,13.87,Control,0
ORD-01727,07/06/2025,CUST-0436,Corporate,North,Technology,Accessories,Second Class,7,10%,2607.35,728.31,Treatment,0
ORD-00081,2024-09-27,CUST-0472,Consumer,South,Technology,Phones,Same Day,2,0.4,348.98,-40.05,Control,0
ORD-02181,25/10/2025,CUST-0306,Consumer,West,Technology,Accessories,Standard Class,4,0.1,"$1,157.76",246.76,Treatment,0
ORD-02439,2025-10-06,CUST-0558,Consumer,WEST,Technology,Accessories,Second Class,5,0.0,"$1,758.27",687.85,Control,0
ORD-02745,20/04/2025,CUST-0366,,West,Office Supplies,Binders,standard class,2,0.2,69.83,6.37,Treatment,0
ORD-00039,2024-07-08,CUST-0451,Corporate,East,Furnitur,Chairs,First Class,7,40%,1339.51,-44.38,Control,0
ORD-00545,2025-10-24,CUST-0390,Consumer,east,Technology,Accessories,,4,0.1,"$1,259.58",239.16,Treatment,1
ORD-02203,2025-02-22,CUST-0767,Consumer,East,Technology,Phones,Standard Class,2,20%,525.08,43.07,Control,0
ORD-00296,2025-05-24,CUST-0109,Consumer,East,Office Supplies,Paper,Standard Class,7,0.5,138.34,-23.88,Control,0
ORD-01671,2025-12-05,CUST-0262,Home Office,North,Office Supplies,Paper,Second Class,5,0.2,182.89,9.4,Control,0
ORD-03645,10/04/2025,CUST-0009,Home Office,West,Office Supplies,Paper,Standard Class,6,0.0,$226.16,62.87,Treatment,0
ORD-00987,2024-09-15,CUST-0709,Consumer,South,Office Supplies,Paper,Standard Class,6,0.3,150.42,14.28,Control,1
ORD-00596,2024-08-22,CUST-0168,Corporate,South,Office Supplies,Binders,Standard Class,6,0.0,214.67,49.93,Control,0
ORD-03344,2024-12-25,CUST-0346,Consumer,WEST,Technology,Accessories,Standard Class,3,0.1,990.61,281.82,Control,0
ORD-01120,2024-05-12,CUST-0071,Corporate,,Office Supplies,Binders,Same Day,2,0.0,65.91,21.74,Treatment,0
ORD-00426,2025-10-17,CUST-0733,Consumer,East,Office Supplies,Paper,Second Class,6,0.1,198.55,53.27,Control,0
ORD-00356,29/08/2025,CUST-0597,Consumer,South,Technology,Accessories,Standard Class,4,30%,808.43,-8.15,Control,1
ORD-03675,2025-03-03,CUST-0786,Consumer,West,Furnitur,Tables,First Class,-7,50%,999.69,-146.62,Treatment,0
ORD-01874,2024-12-18,CUST-0754,Home Office,East,Technology,Phones,Standard Class,5,20%,1563.0,71.91,Control,0
ORD-01923,18/05/2025,CUST-0091,Corporate,West,Office Supplies,Binders,Standard Class,5,0.1,$145.67,32.56,Treatment,1
ORD-01705,2024-05-09,CUST-0637,Consumer,North,Furnitur,Chairs,Standard Class,7,0.4,935.24,-44.63,Treatment,0
ORD-03778,17/08/2024,CUST-0886,Consumer,East,Furnitur,Bookcases,Standard Class,2,0.1,536.15,129.37,Treatment,1
ORD-00078,2024-06-10,CUST-0192,Home Office,south,Office Supplies,Paper,Standard Class,3,0.1,128.26,30.82,Treatment,0
ORD-03052,30/05/2025,CUST-0133,Corporate,  East  ,Office Supplies,Paper,Standard Class,6,0.2,227.8,21.24,Control,0
ORD-00904,08/06/2025,CUST-0786,Consumer,South,Technology,Machines,First Class,4,0.1,"$1,149.79",249.6,Treatment,1
ORD-01885,2025-07-15,CUST-0701,Consumer,West,Technology,Phones,Same Day,2,0.4,538.4,-27.98,Treatment,0
ORD-03753,2024-04-27,CUST-0297,Consumer,  West  ,Technology,Phones,Standard Class,6,0.0,1870.07,451.15,Treatment,0
ORD-02735,2025-03-07,CUST-0879,Consumer,East,Furnitur,Chairs,Standard Class,4,40%,562.96,-73.39,Control,0
ORD-03823,13/07/2024,CUST-0542,Consumer,West,Furnitur,Tables,Second Class,7,40%,1139.4,-100.19,Control,0
ORD-03314,2024-12-22,CUST-0096,Corporate,North,Office Supplies,Binders,Standard Class,5,0.4,97.39,-7.15,Control,0
ORD-01417,2025-07-24,CUST-0815,Consumer,South,Technology,Phones,Standard Class,6,0.1,2273.18,347.29,Treatment,1
ORD-00212,2024-04-22,CUST-0694,Home Office,South,Furnitur,Chairs,Same Day,4,0.4,520.11,-29.91,Control,0
ORD-03363,2024-07-20,CUST-0763,Home Office,East,Office Supplies,Paper,Standard Class,7,0%,333.22,94.18,Treatment,0
ORD-01901,2024-09-24,CUST-0114,Consumer,NORTH,Technology,Phones,First Class,4,0.1,1464.96,510.05,Control,0
ORD-03964,2024-04-02,CUST-0898,Consumer,North,Office Supplies,Storage,Standard Class,3,0.0,148.55,56.71,Control,0
ORD-01838,2024-11-09,CUST-0074,Corporate,North,Furnitur,Chairs,Standard Class,5,0.0,1475.92,421.34,Control,0
ORD-00788,2025-12-04,CUST-0643,Consumer,south,Technology,Machines,Standard Class,6,0%,"$2,359.52",504.69,Control,0
ORD-03832,2025-04-15,CUST-0844,Consumer,East,Technology,Machines,First Class,3,0.4,$670.35,-26.35,Treatment,0
ORD-01468,2024-06-18,CUST-0800,Home Office,West,Office Supplies,Storage,Second Class,3,0%,145.73,45.73,Control,0
ORD-03201,2024-10-09,CUST-0858,,West,Office Supplies,Storage,Standard Class,6,20%,$240.03,40.23,Control,1
ORD-00456,2025-03-22,CUST-0017,Consumer,East,Office Supplies,Paper,Standard Class,4,20%,$134.03,18.02,Control,0
ORD-01123,2025-08-26,CUST-0868,Corporate,SOUTH,Furnitur,Chairs,Second Class,7,0.2,1577.55,119.79,Treatment,1
ORD-02706,2024-04-28,CUST-0833,Consumer,West,Furnitur,Bookcases,Second Class,5,0.2,"$1,014.62",66.69,Control,0
ORD-00859,2025-07-26,CUST-0002,Consumer,south,Office Supplies,Storage,Standard Class,3,0.1,129.07,36.78,Treatment,0
ORD-03409,2025-12-08,CUST-0381,Corporate,East,Technology,Machines,  Second Class  ,5,20%,1758.23,246.94,Treatment,0
ORD-02542,03/06/2025,CUST-0567,Home Office,East,Furnitur,Bookcases,Second Class,3,40%,413.98,-17.12,Control,0
ORD-03610,2024-08-20,CUST-0222,Consumer,South,Technology,Machines,Second Class,4,0.1,1088.47,282.41,Treatment,0
ORD-00835,2025-04-10,CUST-0774,Consumer,East,Office Supplies,Binders,Standard Class,3,0%,N/A,35.35,Treatment,1
ORD-01367,2024-12-30,CUST-0772,Corporate,East,Office Supplies,Paper,Second Class,1,0.2,$30.72,2.34,Treatment,0
ORD-01115,2025-09-07,CUST-0562,Consumer,East,Technology,Machines,Standard Class,1,0.3,$216.73,9.68,Treatment,1
ORD-01001,2024-11-24,CUST-0671,Corporate,North,Technology,Phones,Same Day,6,0%,1938.78,599.34,Treatment,0
ORD-01590,14/12/2024,CUST-0374,Home Office,West,Office Supplies,Storage,Second Class,2,0.0,100.53,21.69,Treatment,0
ORD-02386,02/11/2025,CUST-0661,Consumer,South,Office Supplies,Binders,Same Day,6,0%,254.11,49.45,Treatment,0
ORD-00192,2025-10-25,CUST-0199,Corporate,West,Furnitur,Tables,Standard Class,1,,$156.20,-23.53,Treatment,1
ORD-00936,2025-08-04,CUST-0052,,East,Office Supplies,Storage,Same Day,6,0.3,146.86,-0.5,Control,0
ORD-00911,2024-04-18,CUST-0820,Corporate,north,Technology,Accessories,Standard Class,6,0.1,2002.88,539.52,Treatment,1
ORD-01596,2024-02-09,CUST-0839,Consumer,East,Office Supplies,Storage,First Class,5,20%,164.2,25.39,Control,0
ORD-02770,2024-09-10,CUST-0095,Consumer,West,Office Supplies,Binders,Standard Class,5,0.4,$116.26,-6.17,Treatment,1
ORD-03593,2025-03-25,CUST-0330,Home Office,North,Technology,Machines,Standard Class,2,0.5,419.79,-80.43,Control,1
ORD-02879,2025-07-30,CUST-0865,Consumer,West,Furnitur,Tables,Standard Class,5,0.0,1207.67,364.45,Treatment,1
ORD-02852,2025-01-18,CUST-0568,Corporate,North,Technology,Accessories,Standard Class,7,0.0,2815.65,1013.97,Treatment,0
ORD-01990,03/08/2024,CUST-0039,Corporate,West,Furnitur,Chairs,,3,0.1,867.06,148.82,Treatment,0
ORD-00716,2024-09-12,CUST-0736,Corporate,North,Office Supplies,Paper,Standard Class,1,0.1,42.69,7.4,Treatment,1
ORD-01018,2025-07-25,CUST-0270,Consumer,North,Office Supplies,Paper,First Class,5,0.3,154.19,1.25,Treatment,0
ORD-03976,2025-12-28,CUST-0832,Corporate,West,Office Supplies,Paper,Standard Class,7,50%,145.88,-8.58,Control,0
ORD-03408,2025-10-07,CUST-0678,Consumer,East,Furnitur,Tables,Standard Class,6,0.3,910.65,15.88,Control,0
ORD-01980,2025-04-29,CUST-0826,Consumer,North,Technology,Machines,Second Class,5,0.0,1538.68,435.18,Treatment,1
ORD-02312,2025-07-31,CUST-0002,Consumer,South,Technology,Accessories,SAME DAY,1,0.0,359.81,124.13,Treatment,0
ORD-02835,16/10/2025,CUST-0031,Consumer,South,Technology,Phones,Standard Class,6,0.2,1826.91,199.88,Control,0
ORD-00905,2024-07-30,CUST-0478,Consumer,West,Furnitur,Bookcases,Standard Class,3,0.3,643.4,4.09,Control,0
ORD-02617,2025-04-10,CUST-0020,Consumer,North,Office Supplies,Paper,Standard Class,5,0.0,178.87,48.91,Control,1
ORD-00135,17/05/2025,CUST-0862,Corporate,South,Office Supplies,Binders,First Class,3,0%,148.43,30.2,Control,0
ORD-01460,22/12/2025,CUST-0263,,North,Technology,Accessories,Same Day,7,0.1,1780.66,395.36,Control,0
ORD-03513,2025-03-18,CUST-0643,Corporate,South,Office Supplies,Paper,Standard Class,5,50%,107.19,-15.05,Control,0
ORD-00152,2025-06-24,CUST-0429,Consumer,West,Office Supplies,Binders,Standard Class,1,0.3,30.48,1.09,Control,0
ORD-00631,2025-03-20,CUST-0269,Consumer,South,Technology,Phones,Standard Class,1,0.3,$239.92,2.03,Control,0
ORD-02370,2025-04-26,CUST-0028,Consumer,East,Office Supplies,Binders,Second Class,4,0.1,138.58,15.94,Treatment,0
ORD-03750,2025-06-08,CUST-0075,Consumer,South,Office Supplies,Binders,Second Class,5,0%,210.44,58.33,Control,0
ORD-00271,2024-09-10,CUST-0698,Corporate,East,Technology,Accessories,First Class,1,,$211.15,4.59,Treatment,0
ORD-00237,2024-07-16,CUST-0731,Consumer,EAST,Furnitur,Chairs,  Second Class  ,5,0.2,995.46,88.1,Treatment,0
ORD-02566,2025-11-06,CUST-0461,Consumer,North,Office Supplies,Paper,,5,20%,185.26,20.93,Treatment,0
ORD-02332,2024-01-12,CUST-0857,Home Office,  North  ,Technology,Phones,First Class,4,10%,1529.95,299.51,Treatment,0
ORD-00921,2025-07-07,CUST-0033,Corporate,EAST,Office Supplies,Paper,Second Class,4,0.1,161.36,49.11,Treatment,0
ORD-00333,2025-04-25,CUST-0543,Consumer,South,Furnitur,Chairs,Standard Class,2,0.1,480.84,118.87,Treatment,1
ORD-03958,2025-03-02,CUST-0426,Consumer,West,Office Supplies,Binders,Standard Class,5,0.0,$184.33,45.31,Treatment,0
ORD-02280,2024-01-12,CUST-0775,Corporate,East,Office Supplies,Binders,  Standard Class  ,4,0.3,$94.88,1.51,Control,0
ORD-03156,2025-12-28,CUST-0136,Consumer,North,Technology,Accessories,Standard Class,2,0.0,898.99,289.08,Control,0
ORD-01070,06/04/2024,CUST-0199,Corporate,  East  ,Office Supplies,Paper,FIRST CLASS,7,0.0,330.58,103.95,Control,0
ORD-03455,2024-06-13,CUST-0067,Consumer,South,Technology,Phones,Standard Class,3,40%,722.88,-12.84,Control,0
ORD-00836,26/08/2025,CUST-0136,Corporate,North,Office Supplies,Paper,Same Day,2,0%,97.9,31.53,Control,0
ORD-02286,2025-06-25,CUST-0169,Consumer,  East  ,Office Supplies,Paper,Standard Class,6,0.0,$273.86,91.67,Treatment,0
ORD-01455,2025-06-10,CUST-0208,Consumer,West,Office Supplies,Binders,Standard Class,4,0.0,189.7,59.12,Control,1
ORD-03698,2025-06-19,CUST-0343,Home Office,East,Technology,Accessories,Standard Class,3,0.2,$979.08,174.5,Treatment,0
ORD-02145,2024-02-08,CUST-0744,Consumer,South,Office Supplies,Paper,Standard Class,3,0.3,84.61,10.63,Treatment,1
ORD-03022,2025-11-05,CUST-0185,Home Office,East,Technology,Phones,SECOND CLASS,4,0.2,1444.44,159.29,Treatment,0
ORD-03171,26/01/2024,CUST-0219,Home Office,West,Furnitur,Chairs,Standard Class,5,0.4,893.85,-24.03,Control,0
ORD-01794,2024-03-26,CUST-0862,Corporate,North,Technology,Machines,Standard Class,2,10%,565.75,138.08,Treatment,0
ORD-02275,2025-09-09,CUST-0672,Consumer,East,Technology,Accessories,Second Class,4,,1690.31,424.59,Treatment,0
ORD-03108,22/05/2025,CUST-0792,Corporate,East,Office Supplies,Paper,Standard Class,5,0%,$164.96,57.47,Control,0
ORD-02923,2024-02-13,CUST-0715,Home Office,,Office Supplies,Paper,Standard Class,2,0.1,$87.34,8.65,Treatment,0
ORD-01533,2025-05-20,CUST-0466,Corporate,West,Furnitur,Chairs,Standard Class,3,30%,$615.74,45.62,Treatment,0
ORD-02980,25/09/2024,CUST-0542,Consumer,South,Office Supplies,Storage,Standard Class,1,0%,$34.47,12.46,Control,1
ORD-03098,2025-12-13,CUST-0875,Consumer,East,Technology,Accessories,Standard Class,7,0.0,2796.47,838.2,Control,1
ORD-03425,30/12/2024,CUST-0348,,South,Furnitur,Chairs,First Class,5,0.4,655.89,-76.08,Treatment,1
ORD-00107,2025-05-13,CUST-0784,Corporate,West,Office Supplies,Paper,Standard Class,2,0.0,65.39,24.74,Treatment,0
ORD-02963,2024-05-08,CUST-0851,Home Office,,Office Supplies,Storage,Standard Class,1,20%,$29.60,2.24,Treatment,0
ORD-02992,27/10/2025,CUST-0791,Corporate,South,Office Supplies,Binders,Standard Class,4,,176.53,45.2,Control,1
ORD-03766,2025-11-05,CUST-0492,Consumer,East,Office Supplies,Paper,Second Class,2,0.0,84.77,29.51,Control,0
ORD-03587,10/06/2024,CUST-0474,Consumer,North,Furnitur,Bookcases,Second Class,2,0.1,$433.85,110.58,Control,0
ORD-01148,26/04/2024,CUST-0201,Consumer,North,Office Supplies,Storage,Same Day,4,0.0,149.08,53.59,Control,0
ORD-00941,2025-03-21,CUST-0226,Consumer,East,Technology,Machines,Standard Class,1,0.0,323.47,81.32,Control,1
ORD-01867,2024-02-28,CUST-0080,Corporate,West,Technology,Phones,Standard Class,2,0.2,605.21,59.37,Treatment,0
ORD-01626,2024-12-28,CUST-0872,Corporate,  East  ,Technology,Phones,Standard Class,3,0%,1012.95,315.41,Control,1
ORD-02734,2024-01-19,CUST-0578,Consumer,  South  ,Office Supplies,Binders,Standard Class,1,0.0,$51.07,17.61,Control,0
ORD-01195,2024-02-01,CUST-0038,Consumer,South,Office Supplies,Paper,First Class,1,0.2,37.72,5.42,Treatment,1
ORD-00862,2024-09-13,CUST-0427,Corporate,East,Technology,Phones,Second Class,1,20%,$345.98,34.61,Control,0
ORD-03886,2025-07-19,CUST-0720,Consumer,East,Technology,Machines,First Class,1,0.1,356.4,88.94,Treatment,0
ORD-01085,2024-06-05,CUST-0310,Corporate,NORTH,Furnitur,Chairs,First Class,5,0.2,1294.38,47.81,Control,0
ORD-03683,2025-07-21,CUST-0308,Consumer,South,Technology,Machines,Second Class,4,0.1,1090.29,188.15,Treatment,1
ORD-02609,23/08/2024,CUST-0687,Consumer,East,Technology,Accessories,Second Class,4,0.3,$959.62,58.78,Control,0
ORD-02118,2024-05-20,CUST-0701,,East,Office Supplies,Storage,standard class,4,0.5,98.08,-23.2,Treatment,0
ORD-03322,2025-05-19,CUST-0367,Corporate,East,Furnitur,Chairs,Standard Class,7,20%,1383.52,111.64,Control,0
ORD-02753,2024-02-16,CUST-0897,Home Office,East,Technology,Accessories,Standard Class,7,50%,1516.92,-186.08,Control,0
ORD-00260,2024-05-30,CUST-0547,Home Office,West,Technology,Phones,Standard Class,6,0.0,1831.06,573.64,Treatment,0
ORD-03827,13/08/2024,CUST-0581,Consumer,East,Office Supplies,Paper,Same Day,2,0.1,61.31,12.43,Control,0
ORD-03509,2024-12-02,CUST-0633,Consumer,West,Furnitur,Chairs,First Class,3,0.1,649.77,136.94,Treatment,0
ORD-03329,2025-09-02,CUST-0526,,South,Technology,Phones,Standard Class,7,0.2,2096.28,203.62,Treatment,0
ORD-00408,2024-11-09,CUST-0555,Consumer,West,Furnitur,Tables,Standard Class,3,0.3,589.51,-16.45,Treatment,0
ORD-00983,2024-11-15,CUST-0100,Consumer,East,Technology,Phones,Standard Class,5,0.5,"$1,133.33",-199.34,Treatment,0
ORD-02127,2024-10-17,CUST-0479,Consumer,North,Technology,Accessories,  Second Class  ,4,0.1,1125.86,219.77,Control,1
ORD-02046,2024-06-09,CUST-0113,Consumer,North,Technology,Phones,Standard Class,3,0.1,816.76,145.17,Control,0
ORD-02921,2024-03-06,CUST-0038,Consumer,South,Technology,Phones,Same Day,3,0.2,$704.90,96.41,Treatment,1
ORD-01158,2025-02-21,CUST-0445,Corporate,East,Technology,Phones,Standard Class,1,40%,252.97,6.25,Control,0
